diag_id,object_id,method,date,temperature,humidity,illumination,defect_found,defect_description,quality_grade,param1,param2,param3,ml_label
174,39,MPK,2022-09-18,17.5,71.2,315,false,"",удовлетворительно,9.2,,,normal
175,40,VIK,2024-09-04,35.3,32.8,167,false,"",удовлетворительно,,,,normal
176,40,MPK,2022-10-30,-10.1,88.6,941,false,"",удовлетворительно,90.55,,,normal
177,40,MFL,2020-10-21,0.5,53.1,856,false,"",допустимо,34.4,23,,normal
178,40,UZK,2021-12-11,24.1,72,863,false,"",удовлетворительно,8.67,1.84,,normal
179,41,VIBRO,2020-10-15,11.2,47.5,901,false,"",допустимо,0.02,485,,normal
180,41,UZK,2022-11-05,19.3,40.9,764,true,"Язвенная коррозия",требует_мер,10.33,3.25,,medium
181,41,TFI,2022-08-30,-13.5,60.2,439,false,"",допустимо,22.8,,,normal
182,42,MFL,2022-01-30,-19,52,315,false,"",удовлетворительно,19.5,53,,normal
183,42,VIK,2023-08-22,-7.2,42.1,950,false,"",удовлетворительно,49.84,,,normal
184,42,TFI,2020-09-07,4,34.5,471,false,"",допустимо,15,,,normal
185,42,TFI,2020-06-27,0.3,41.7,618,true,"Стресс-коррозия",требует_мер,18.2,,,high
186,42,TVK,2020-08-19,3.7,78.1,612,false,"",допустимо,,,,normal
187,42,VIBRO,2024-05-02,34.5,72.6,563,false,"",допустимо,18.16,82.7,,normal
188,43,PVK,2022-11-23,-7.7,34.2,741,false,"",требует_мер,,,,medium
189,43,UZK,2020-01-14,-4.2,89.8,190,true,"Потеря толщины стенки",требует_мер,7.73,1.19,,medium
190,43,PVK,2020-01-16,32.5,42.5,821,true,"Расслоение металла",недопустимо,,,,high
191,43,MFL,2023-12-08,39.5,42,724,false,"",удовлетворительно,45.7,29,,normal
192,43,PVK,2022-08-14,24.1,77.2,386,false,"",удовлетворительно,,,,normal
193,44,VIK,2021-04-14,31.4,31.5,669,true,"Трещина сварного шва",требует_мер,,,,high
194,44,GEO,2020-02-19,-10.7,88.1,377,true,"Незначительное отклонение",удовлетворительно,1,,,normal
195,44,TFI,2024-11-14,22.6,84.5,861,false,"",удовлетворительно,16.3,,,normal
196,44,UZK,2022-11-10,-10.6,51.5,215,false,"",требует_мер,6.82,1.21,,medium
197,44,GEO,2022-01-17,21.8,77.4,655,true,"Незначительное отклонение",удовлетворительно,94.91,,,normal
198,44,VIBRO,2021-07-28,28.6,66.4,673,false,"",удовлетворительно,1.39,339.9,,normal
199,45,VIBRO,2022-07-01,20.6,76,695,false,"",допустимо,4.28,180.2,,normal
200,45,TFI,2023-03-11,-4.2,46.2,373,false,"",требует_мер,37.3,,,medium
201,45,UZK,2024-09-12,8.9,80.4,482,false,"",удовлетворительно,15.65,3.99,,normal
202,45,VIBRO,2023-05-12,-5.2,52,109,true,"Повышенная вибрация",требует_мер,12.46,173.9,,medium
203,45,VIK,2020-11-01,21.4,37.9,168,false,"",удовлетворительно,40.46,,,normal
204,45,TFI,2024-09-18,-2,43.5,295,true,"Стресс-коррозия",требует_мер,11.3,,,medium
205,46,MPK,2024-01-08,31.2,83.8,685,true,"Магнитная аномалия",требует_мер,,,,medium
206,46,TFI,2020-12-08,2.8,73.3,687,true,"Незначительное отклонение",удовлетворительно,25.9,,,normal
207,46,MFL,2024-07-08,35,35.8,838,true,"Потеря металла",недопустимо,28,59,,high
208,46,MPK,2024-02-06,-5.7,59.1,476,true,"Скопление дефектов",требует_мер,2.44,,,medium
209,47,UZK,2022-06-16,30.3,48.9,306,true,"Внутренняя коррозия",недопустимо,9.64,1.01,,high
210,47,MPK,2022-01-17,-12.2,84.3,142,true,"Магнитная аномалия",недопустимо,,,,high
211,47,MFL,2021-10-19,23.9,90,164,false,"",удовлетворительно,1.4,47,,normal
212,47,PVK,2023-03-17,20.4,50.2,335,false,"",удовлетворительно,,,,normal
213,47,GEO,2021-02-21,-8.2,86.8,196,false,"",допустимо,22.81,,,normal
214,47,MPK,2024-09-15,30.6,74.3,210,false,"",удовлетворительно,48.88,,,normal
215,48,MFL,2023-06-20,-19.4,43,313,false,"",удовлетворительно,27.5,20,,normal
216,48,VIK,2022-04-20,24.8,38.6,767,false,"",удовлетворительно,,,,normal
217,48,MFL,2024-05-28,13.1,72.1,895,false,"",допустимо,13,59,,normal
218,49,TFI,2021-11-22,-4.3,67.3,280,false,"",удовлетворительно,5.6,,,normal
219,49,VIK,2024-04-10,23.6,77.1,225,false,"",удовлетворительно,34.49,,,normal
220,49,PVK,2024-05-04,11.2,44.7,508,false,"",требует_мер,61.28,,,medium
221,49,VIK,2023-05-28,2.2,57.6,116,true,"Незначительное отклонение",удовлетворительно,7.33,,,normal
222,49,MFL,2022-02-14,-17.3,88.5,246,false,"",удовлетворительно,14.8,87,,normal
223,49,MFL,2023-08-07,4.2,88.6,761,false,"",удовлетворительно,22.3,8,,normal
224,49,PVK,2024-06-20,37.2,89.2,390,true,"Незначительное отклонение",удовлетворительно,,,,normal
225,50,VIBRO,2020-03-22,3.8,52.5,229,true,"Дисбаланс ротора",требует_мер,13.96,135,,medium
226,50,MFL,2021-04-16,-8.2,35.8,667,false,"",удовлетворительно,0.4,71,,normal
227,50,VIK,2022-06-28,-2.6,60.2,410,false,"",допустимо,,,,normal
228,50,RGK,2021-12-04,22.9,41.6,686,false,"",удовлетворительно,,,,normal
229,51,TVK,2021-02-14,12.6,49.1,276,false,"",требует_мер,36.78,,,medium
230,51,UZK,2023-11-23,30.7,55.2,383,true,"Язвенная коррозия",требует_мер,10.07,0,,high
231,51,PVK,2024-01-07,-12.5,61,179,true,"Расслоение металла",требует_мер,48.91,,,high
232,51,RGK,2022-11-23,-1.8,46.4,747,false,"",удовлетворительно,76.15,,,normal
233,51,TVK,2021-01-17,-18,30.2,521,false,"",удовлетворительно,41.9,,,normal
234,51,PVK,2024-07-29,-3.8,81.5,796,false,"",удовлетворительно,27.3,,,normal
235,52,TFI,2021-04-09,33.3,41.3,882,true,"Продольная трещина",недопустимо,30.9,,,high
236,52,RGK,2022-12-19,20.8,50.4,184,false,"",требует_мер,2.04,,,medium
237,52,VIBRO,2022-12-03,-6.7,59.1,496,true,"Повышенная вибрация",требует_мер,19.35,290.4,,medium
238,52,VIK,2021-12-20,-6.3,41,360,false,"",удовлетворительно,20.09,,,normal
239,52,RGK,2022-09-06,29.2,63.2,322,false,"",удовлетворительно,,,,normal
240,53,MPK,2023-02-11,-18.2,84.4,768,false,"",удовлетворительно,,,,normal
241,53,PVK,2021-03-18,39.1,82.5,177,false,"",удовлетворительно,3.75,,,normal
242,53,PVK,2022-07-31,-0.9,36.3,598,false,"",удовлетворительно,72.76,,,normal
243,53,UZK,2023-01-21,-9.3,45.8,453,true,"Внутренняя коррозия",недопустимо,18.44,1.41,,high
244,53,MFL,2023-12-31,13.2,34.6,183,false,"",удовлетворительно,9.1,94,,normal
245,54,PVK,2021-06-01,-6.4,79.6,184,false,"",удовлетворительно,,,,normal
246,54,UTWM,2023-11-11,-15,74,267,true,"Локальная коррозия",требует_мер,28.38,,,medium
247,54,RGK,2021-06-08,25.2,56.3,839,false,"",удовлетворительно,,,,normal
248,54,UTWM,2024-10-25,14.1,33.5,443,false,"",удовлетворительно,,,,normal
249,54,GEO,2022-02-14,25.4,87.9,750,false,"",удовлетворительно,,,,normal
250,55,VIK,2022-04-03,11.2,56,681,true,"Коррозия поверхности",требует_мер,,,,medium
251,55,TVK,2024-03-09,16,71.3,470,false,"",удовлетворительно,,,,normal
252,55,GEO,2020-07-15,-7.6,67.1,627,false,"",удовлетворительно,68.33,,,normal
253,55,VIK,2024-08-29,-19.7,80.1,510,true,"Механическое повреждение",требует_мер,49.05,,,high
254,55,MPK,2024-08-20,37.5,52.5,778,false,"",удовлетворительно,84.29,,,normal
255,55,VIBRO,2022-03-08,14.9,35.4,569,false,"",удовлетворительно,1.31,122,,normal
256,56,VIBRO,2022-10-16,35.8,60.4,326,false,"",требует_мер,2.17,403.4,,medium
257,56,VIK,2020-12-30,18.7,85.7,219,false,"",удовлетворительно,,,,normal
258,56,TFI,2021-11-19,20.3,55.3,492,false,"",удовлетворительно,6.5,,,normal
259,56,MPK,2023-06-03,-0.1,78.1,705,true,"Потеря металла",требует_мер,36.02,,,medium
260,56,TVK,2020-04-25,32.1,49.2,171,false,"",удовлетворительно,,,,normal
261,57,UTWM,2023-01-05,34.7,40.1,106,true,"Локальная коррозия",требует_мер,,,,high
262,57,PVK,2023-07-30,30.6,58.2,120,false,"",удовлетворительно,61.9,,,normal
263,57,UTWM,2021-08-02,-2.4,76.2,132,true,"Эрозионный износ",требует_мер,85.68,,,high
264,57,UTWM,2024-04-20,36.3,73,758,false,"",удовлетворительно,4.1,,,normal
265,57,TVK,2021-06-07,-6.8,35.1,221,true,"Термическое повреждение",требует_мер,,,,high
266,57,VIK,2023-03-06,1.6,56.1,930,false,"",допустимо,93.24,,,normal
267,58,VIBRO,2022-12-12,30.1,33.1,840,false,"",удовлетворительно,14.57,256.5,,normal
268,58,MFL,2020-02-15,7.3,85.8,508,false,"",удовлетворительно,45,76,,normal
269,59,RGK,2024-07-23,-0.5,38.1,667,true,"Пора в сварном шве",требует_мер,70.73,,,medium
270,59,TVK,2020-07-15,7,44.2,661,false,"",допустимо,13.73,,,normal
271,59,MFL,2023-11-03,30.8,51.7,306,true,"Потеря металла",требует_мер,0.3,26,,medium
272,59,PVK,2020-07-07,29.5,48.9,120,false,"",удовлетворительно,72.35,,,normal
273,59,PVK,2023-01-04,8.3,89.3,894,false,"",удовлетворительно,,,,normal
274,60,TFI,2024-03-18,-9.1,42.7,421,false,"",требует_мер,38.5,,,medium
275,60,UTWM,2020-12-23,10.5,60.6,371,true,"Критическая потеря толщины",требует_мер,78.22,,,high
276,60,VIK,2020-08-04,-1.3,61.6,758,false,"",удовлетворительно,95.57,,,normal
277,60,UZK,2021-03-23,7.9,83.5,419,true,"Незначительное отклонение",удовлетворительно,13.32,0.97,,normal
278,60,PVK,2023-03-14,-2,66.3,117,false,"",допустимо,46.28,,,normal
279,60,MFL,2024-08-13,-2.7,45,419,true,"Механическое повреждение",недопустимо,28.6,40,,high
280,61,PVK,2020-11-07,28.9,58.5,462,false,"",удовлетворительно,,,,normal
281,61,UTWM,2022-08-17,13.5,87.8,933,false,"",удовлетворительно,6.23,,,normal
282,61,VIBRO,2022-09-27,24.9,79.5,377,false,"",допустимо,9.13,319,,normal
283,61,RGK,2020-12-17,11.2,85.6,917,true,"Шлаковое включение",требует_мер,38.92,,,medium
284,61,GEO,2021-12-09,34.3,33.5,125,false,"",удовлетворительно,0.9,,,normal
285,61,TVK,2021-04-20,17.8,53.5,243,false,"",допустимо,,,,normal
286,61,TFI,2023-03-30,10.8,80.5,773,false,"",удовлетворительно,2.1,,,normal
287,62,TVK,2023-05-21,-1.4,75.5,260,false,"",допустимо,,,,normal
288,62,TVK,2022-11-02,37.5,74.1,809,false,"",удовлетворительно,,,,normal
289,63,VIK,2020-08-16,25.5,59.1,869,false,"",удовлетворительно,95.15,,,normal
290,63,RGK,2023-09-08,22.8,80.2,693,true,"Внутренний дефект",требует_мер,,,,high
291,63,VIK,2021-09-01,20.3,57.8,950,true,"Незначительное отклонение",допустимо,,,,normal
292,63,MPK,2024-01-04,-4.3,88.9,355,true,"Скопление дефектов",недопустимо,56.96,,,high
293,63,MFL,2021-02-14,22,61.2,488,false,"",удовлетворительно,5.8,31,,normal
294,64,UTWM,2021-10-03,16.3,61,288,false,"",допустимо,19.42,,,normal
295,64,TFI,2021-01-27,37.6,36.7,555,true,"Стресс-коррозия",требует_мер,33.7,,,medium
296,64,UZK,2024-04-07,7,77.4,645,false,"",удовлетворительно,12.88,3.27,,normal
